old_size,old_sizeh,new_size,new_sizeh,dif,idx
12684,12.39 KB,47802,46.68 KB,35118,2842
37297,36.42 KB,73642,71.92 KB,36345,2843
18463,18.03 KB,37986,37.1 KB,19523,2844
10463,10.22 KB,51311,50.11 KB,40848,2845
10179,9.94 KB,-1,-1,-10179,2846
15089,14.74 KB,37191,36.32 KB,22102,2847
15678,15.31 KB,30304,29.59 KB,14626,2848
38615,37.71 KB,108600,106.05 KB,69985,2849
15282,14.92 KB,43154,42.14 KB,27872,2850
36979,36.11 KB,61691,60.25 KB,24712,2851
51566,50.36 KB,75268,73.5 KB,23702,2852
17448,17.04 KB,36273,35.42 KB,18825,2853
11473,11.2 KB,33411,32.63 KB,21938,2854
14565,14.22 KB,674762,658.95 KB,660197,2855
26830,26.2 KB,44492,43.45 KB,17662,2856
33387,32.6 KB,95245,93.01 KB,61858,2857
12614,12.32 KB,31892,31.14 KB,19278,2858
10180,9.94 KB,22960,22.42 KB,12780,2859
19978,19.51 KB,54933,53.65 KB,34955,2860
10615,10.37 KB,27127,26.49 KB,16512,2861
54634,53.35 KB,172748,168.7 KB,118114,2862
19299,18.85 KB,195505,190.92 KB,176206,2863
15636,15.27 KB,33778,32.99 KB,18142,2864
18967,18.52 KB,94731,92.51 KB,75764,2865
12627,12.33 KB,35187,34.36 KB,22560,2866
30208,29.5 KB,47528,46.41 KB,17320,2867
36726,35.87 KB,54729,53.45 KB,18003,2868
15615,15.25 KB,47117,46.01 KB,31502,2869
53476,52.22 KB,136414,133.22 KB,82938,2870
26233,25.62 KB,87834,85.78 KB,61601,2871
9102,8.89 KB,22429,21.9 KB,13327,2872
17027,16.63 KB,44874,43.82 KB,27847,2873
11710,11.44 KB,26659,26.03 KB,14949,2874
14285,13.95 KB,32560,31.8 KB,18275,2875
14745,14.4 KB,37986,37.1 KB,23241,2876
11206,10.94 KB,25321,24.73 KB,14115,2877
21948,21.43 KB,31630,30.89 KB,9682,2878
154560,150.94 KB,263109,256.94 KB,108549,2879
19963,19.5 KB,34499,33.69 KB,14536,2880
14682,14.34 KB,54731,53.45 KB,40049,2881
16370,15.99 KB,58080,56.72 KB,41710,2882
9963,9.73 KB,21956,21.44 KB,11993,2883
10003,9.77 KB,98286,95.98 KB,88283,2884
76215,74.43 KB,83909,81.94 KB,7694,2885
9567,9.34 KB,27728,27.08 KB,18161,2886
120963,118.13 KB,548254,535.4 KB,427291,2887
16767,16.37 KB,32628,31.86 KB,15861,2888
17416,17.01 KB,-1,-1,-17416,2889
10306,10.06 KB,22029,21.51 KB,11723,2890
75666,73.89 KB,176078,171.95 KB,100412,2891
11090,10.83 KB,31016,30.29 KB,19926,2892
30299,29.59 KB,247697,241.89 KB,217398,2893
16907,16.51 KB,32531,31.77 KB,15624,2894
13427,13.11 KB,32422,31.66 KB,18995,2895
18855,18.41 KB,50513,49.33 KB,31658,2896
11843,11.57 KB,26165,25.55 KB,14322,2897
26258,25.64 KB,46016,44.94 KB,19758,2898
25426,24.83 KB,35369,34.54 KB,9943,2899
16399,16.01 KB,33077,32.3 KB,16678,2900
14383,14.05 KB,38179,37.28 KB,23796,2901
10195,9.96 KB,49731,48.57 KB,39536,2902
17753,17.34 KB,58036,56.68 KB,40283,2903
10344,10.1 KB,34970,34.15 KB,24626,2904
22547,22.02 KB,48688,47.55 KB,26141,2905
11465,11.2 KB,23732,23.18 KB,12267,2906
23813,23.25 KB,175152,171.05 KB,151339,2907
17924,17.5 KB,51728,50.52 KB,33804,2908
10315,10.07 KB,25712,25.11 KB,15397,2909
34241,33.44 KB,208624,203.73 KB,174383,2910
17209,16.81 KB,44506,43.46 KB,27297,2911
9472,9.25 KB,25533,24.93 KB,16061,2912
16602,16.21 KB,30636,29.92 KB,14034,2913
17332,16.93 KB,30963,30.24 KB,13631,2914
11825,11.55 KB,30403,29.69 KB,18578,2915
13646,13.33 KB,34342,33.54 KB,20696,2916
13811,13.49 KB,35650,34.81 KB,21839,2917
27167,26.53 KB,79825,77.95 KB,52658,2918
97280,95 KB,127937,124.94 KB,30657,2919
14406,14.07 KB,39390,38.47 KB,24984,2920
56649,55.32 KB,143256,139.9 KB,86607,2921
15022,14.67 KB,64555,63.04 KB,49533,2922
20617,20.13 KB,39247,38.33 KB,18630,2923
14501,14.16 KB,37053,36.18 KB,22552,2924
11959,11.68 KB,25628,25.03 KB,13669,2925
16700,16.31 KB,620499,605.96 KB,603799,2926
19498,19.04 KB,33833,33.04 KB,14335,2927
26685,26.06 KB,39110,38.19 KB,12425,2928
28341,27.68 KB,46693,45.6 KB,18352,2929
28614,27.94 KB,54303,53.03 KB,25689,2930
9902,9.67 KB,22162,21.64 KB,12260,2931
9939,9.71 KB,-1,-1,-9939,2932
9419,9.2 KB,27422,26.78 KB,18003,2933
10290,10.05 KB,24690,24.11 KB,14400,2934
17127,16.73 KB,31557,30.82 KB,14430,2935
12668,12.37 KB,35876,35.04 KB,23208,2936
14616,14.27 KB,35967,35.12 KB,21351,2937
49034,47.88 KB,70731,69.07 KB,21697,2938
20373,19.9 KB,38055,37.16 KB,17682,2939
15056,14.7 KB,132661,129.55 KB,117605,2940
14337,14 KB,42615,41.62 KB,28278,2941
49109,47.96 KB,131305,128.23 KB,82196,2942
60676,59.25 KB,157818,154.12 KB,97142,2943
33649,32.86 KB,49927,48.76 KB,16278,2944
10649,10.4 KB,43852,42.82 KB,33203,2945
10194,9.96 KB,27706,27.06 KB,17512,2946
17686,17.27 KB,59743,58.34 KB,42057,2947
14724,14.38 KB,32739,31.97 KB,18015,2948
47451,46.34 KB,64868,63.35 KB,17417,2949
13143,12.83 KB,40495,39.55 KB,27352,2950
11622,11.35 KB,25706,25.1 KB,14084,2951
33320,32.54 KB,101151,98.78 KB,67831,2952
19590,19.13 KB,37607,36.73 KB,18017,2953
19036,18.59 KB,71087,69.42 KB,52051,2954
16411,16.03 KB,36779,35.92 KB,20368,2955
10702,10.45 KB,30825,30.1 KB,20123,2956
65070,63.54 KB,271909,265.54 KB,206839,2957
18793,18.35 KB,36817,35.95 KB,18024,2958
10500,10.25 KB,23712,23.16 KB,13212,2959
56816,55.48 KB,82245,80.32 KB,25429,2960
9101,8.89 KB,28719,28.05 KB,19618,2961
18183,17.76 KB,36771,35.91 KB,18588,2962
39628,38.7 KB,86128,84.11 KB,46500,2963
11959,11.68 KB,33790,33 KB,21831,2964
9355,9.14 KB,28229,27.57 KB,18874,2965
79915,78.04 KB,114670,111.98 KB,34755,2966
9349,9.13 KB,25012,24.43 KB,15663,2967
22429,21.9 KB,47721,46.6 KB,25292,2968
23232,22.69 KB,-1,-1,-23232,2969
13454,13.14 KB,23806,23.25 KB,10352,2970
11580,11.31 KB,97307,95.03 KB,85727,2971
19470,19.01 KB,44591,43.55 KB,25121,2972
15664,15.3 KB,45932,44.86 KB,30268,2973
35627,34.79 KB,45278,44.22 KB,9651,2974
65468,63.93 KB,182059,177.79 KB,116591,2975
100216,97.87 KB,137499,134.28 KB,37283,2976
14546,14.21 KB,26398,25.78 KB,11852,2977
9741,9.51 KB,25926,25.32 KB,16185,2978
20200,19.73 KB,50991,49.8 KB,30791,2979
20921,20.43 KB,52863,51.62 KB,31942,2980
12446,12.15 KB,75740,73.96 KB,63294,2981
70033,68.39 KB,70770,69.11 KB,737,2982
19595,19.14 KB,40535,39.58 KB,20940,2983
8961,8.75 KB,23728,23.17 KB,14767,2984
61366,59.93 KB,105632,103.16 KB,44266,2985
14484,14.14 KB,114905,112.21 KB,100421,2986
10082,9.85 KB,24659,24.08 KB,14577,2987
15815,15.44 KB,43857,42.83 KB,28042,2988
23479,22.93 KB,109093,106.54 KB,85614,2989
33862,33.07 KB,37045,36.18 KB,3183,2990
18324,17.89 KB,36579,35.72 KB,18255,2991
21114,20.62 KB,40038,39.1 KB,18924,2992
23481,22.93 KB,54898,53.61 KB,31417,2993
43511,42.49 KB,112911,110.26 KB,69400,2994
14361,14.02 KB,67543,65.96 KB,53182,2995
36636,35.78 KB,54086,52.82 KB,17450,2996
19887,19.42 KB,62558,61.09 KB,42671,2997
22164,21.64 KB,38057,37.17 KB,15893,2998
56341,55.02 KB,47350,46.24 KB,-8991,2999
50833,49.64 KB,77042,75.24 KB,26209,3000
10201,9.96 KB,41799,40.82 KB,31598,3001
12975,12.67 KB,42330,41.34 KB,29355,3002
20885,20.4 KB,63636,62.14 KB,42751,3003
19888,19.42 KB,34121,33.32 KB,14233,3004
13770,13.45 KB,28527,27.86 KB,14757,3005
15968,15.59 KB,34430,33.62 KB,18462,3006
14058,13.73 KB,32998,32.22 KB,18940,3007
112027,109.4 KB,134064,130.92 KB,22037,3008
11134,10.87 KB,36018,35.17 KB,24884,3009
39040,38.12 KB,59330,57.94 KB,20290,3010
10880,10.62 KB,128097,125.09 KB,117217,3011
22236,21.71 KB,36551,35.69 KB,14315,3012
66903,65.33 KB,68629,67.02 KB,1726,3013
9924,9.69 KB,28450,27.78 KB,18526,3014
13933,13.61 KB,29511,28.82 KB,15578,3015
32609,31.84 KB,127489,124.5 KB,94880,3016
17826,17.41 KB,45658,44.59 KB,27832,3017
13727,13.41 KB,28680,28.01 KB,14953,3018
84684,82.7 KB,102120,99.73 KB,17436,3019
44557,43.51 KB,26495,25.87 KB,-18062,3020
63081,61.6 KB,82363,80.43 KB,19282,3021
20008,19.54 KB,45464,44.4 KB,25456,3022
18973,18.53 KB,33683,32.89 KB,14710,3023
8916,8.71 KB,58883,57.5 KB,49967,3024
15003,14.65 KB,29352,28.66 KB,14349,3025
26209,25.59 KB,46948,45.85 KB,20739,3026
13854,13.53 KB,31856,31.11 KB,18002,3027
32554,31.79 KB,55891,54.58 KB,23337,3028
11443,11.17 KB,33669,32.88 KB,22226,3029
58799,57.42 KB,-1,-1,-58799,3030
19388,18.93 KB,40300,39.36 KB,20912,3031
20814,20.33 KB,41268,40.3 KB,20454,3032
16232,15.85 KB,58684,57.31 KB,42452,3033
47915,46.79 KB,99860,97.52 KB,51945,3034
16265,15.88 KB,37269,36.4 KB,21004,3035
23528,22.98 KB,46390,45.3 KB,22862,3036
19285,18.83 KB,34001,33.2 KB,14716,3037
20018,19.55 KB,34098,33.3 KB,14080,3038
12734,12.44 KB,32556,31.79 KB,19822,3039
34990,34.17 KB,68567,66.96 KB,33577,3040
27295,26.66 KB,54459,53.18 KB,27164,3041
56305,54.99 KB,-1,-1,-56305,3042
11258,10.99 KB,38975,38.06 KB,27717,3043
21249,20.75 KB,47452,46.34 KB,26203,3044
26098,25.49 KB,43091,42.08 KB,16993,3045
12601,12.31 KB,29642,28.95 KB,17041,3046
14189,13.86 KB,32734,31.97 KB,18545,3047
60394,58.98 KB,87213,85.17 KB,26819,3048
11411,11.14 KB,24805,24.22 KB,13394,3049
13086,12.78 KB,58060,56.7 KB,44974,3050
12277,11.99 KB,25424,24.83 KB,13147,3051
9633,9.41 KB,56679,55.35 KB,47046,3052
14152,13.82 KB,61529,60.09 KB,47377,3053
16505,16.12 KB,35002,34.18 KB,18497,3054
46321,45.24 KB,58955,57.57 KB,12634,3055
20803,20.32 KB,77799,75.98 KB,56996,3056
16943,16.55 KB,27911,27.26 KB,10968,3057
17727,17.31 KB,32705,31.94 KB,14978,3058
12228,11.94 KB,28393,27.73 KB,16165,3059
127916,124.92 KB,143899,140.53 KB,15983,3060
12223,11.94 KB,36774,35.91 KB,24551,3061
13955,13.63 KB,31634,30.89 KB,17679,3062
14471,14.13 KB,34112,33.31 KB,19641,3063
20920,20.43 KB,35598,34.76 KB,14678,3064
25438,24.84 KB,50204,49.03 KB,24766,3065
11548,11.28 KB,57029,55.69 KB,45481,3066
14462,14.12 KB,28922,28.24 KB,14460,3067
16757,16.36 KB,33574,32.79 KB,16817,3068
24594,24.02 KB,36649,35.79 KB,12055,3069
27380,26.74 KB,84131,82.16 KB,56751,3070
15415,15.05 KB,51124,49.93 KB,35709,3071
28764,28.09 KB,74629,72.88 KB,45865,3072
15192,14.84 KB,36624,35.77 KB,21432,3073
16838,16.44 KB,37391,36.51 KB,20553,3074
14992,14.64 KB,45461,44.4 KB,30469,3075
10925,10.67 KB,32627,31.86 KB,21702,3076
15918,15.54 KB,67277,65.7 KB,51359,3077
80289,78.41 KB,156976,153.3 KB,76687,3078
48552,47.41 KB,66378,64.82 KB,17826,3079
27384,26.74 KB,52613,51.38 KB,25229,3080
18125,17.7 KB,120012,117.2 KB,101887,3081
13713,13.39 KB,31164,30.43 KB,17451,3082
13526,13.21 KB,29908,29.21 KB,16382,3083
22129,21.61 KB,-1,-1,-22129,3084
19554,19.1 KB,38576,37.67 KB,19022,3085
11071,10.81 KB,23395,22.85 KB,12324,3086
22673,22.14 KB,55276,53.98 KB,32603,3087
17582,17.17 KB,38670,37.76 KB,21088,3088
13627,13.31 KB,31292,30.56 KB,17665,3089
10181,9.94 KB,22313,21.79 KB,12132,3090
9437,9.22 KB,22288,21.77 KB,12851,3091
47557,46.44 KB,78239,76.41 KB,30682,3092
67164,65.59 KB,117271,114.52 KB,50107,3093
16287,15.91 KB,44479,43.44 KB,28192,3094
10167,9.93 KB,22117,21.6 KB,11950,3095
11522,11.25 KB,31755,31.01 KB,20233,3096
21564,21.06 KB,31771,31.03 KB,10207,3097
11754,11.48 KB,24062,23.5 KB,12308,3098
25070,24.48 KB,44626,43.58 KB,19556,3099
36749,35.89 KB,69063,67.44 KB,32314,3100
31843,31.1 KB,51923,50.71 KB,20080,3101
11966,11.69 KB,34498,33.69 KB,22532,3102
12173,11.89 KB,27207,26.57 KB,15034,3103
9794,9.56 KB,27904,27.25 KB,18110,3104
13850,13.53 KB,187552,183.16 KB,173702,3105
82370,80.44 KB,98845,96.53 KB,16475,3106
54951,53.66 KB,83936,81.97 KB,28985,3107
31093,30.36 KB,86688,84.66 KB,55595,3108
8146,7.96 KB,-1,-1,-8146,3109
11699,11.42 KB,36593,35.74 KB,24894,3110
14582,14.24 KB,51148,49.95 KB,36566,3111
67873,66.28 KB,123758,120.86 KB,55885,3112
15188,14.83 KB,77531,75.71 KB,62343,3113
22308,21.79 KB,39764,38.83 KB,17456,3114
13808,13.48 KB,27099,26.46 KB,13291,3115
18361,17.93 KB,31420,30.68 KB,13059,3116
12305,12.02 KB,37928,37.04 KB,25623,3117
10350,10.11 KB,25123,24.53 KB,14773,3118
12068,11.79 KB,-1,-1,-12068,3119
93787,91.59 KB,177147,173 KB,83360,3120
15341,14.98 KB,53361,52.11 KB,38020,3121
17326,16.92 KB,116042,113.32 KB,98716,3122
19543,19.08 KB,31293,30.56 KB,11750,3123
16193,15.81 KB,42175,41.19 KB,25982,3124
9674,9.45 KB,26046,25.44 KB,16372,3125
14602,14.26 KB,44568,43.52 KB,29966,3126
14519,14.18 KB,51445,50.24 KB,36926,3127
30875,30.15 KB,79658,77.79 KB,48783,3128
13905,13.58 KB,55061,53.77 KB,41156,3129
14062,13.73 KB,31170,30.44 KB,17108,3130
19815,19.35 KB,57381,56.04 KB,37566,3131
46541,45.45 KB,58455,57.08 KB,11914,3132
11744,11.47 KB,-1,-1,-11744,3133
20203,19.73 KB,50970,49.78 KB,30767,3134
12736,12.44 KB,77314,75.5 KB,64578,3135
28833,28.16 KB,76087,74.3 KB,47254,3136
23321,22.77 KB,91963,89.81 KB,68642,3137
17509,17.1 KB,34446,33.64 KB,16937,3138
11931,11.65 KB,32749,31.98 KB,20818,3139
18849,18.41 KB,31932,31.18 KB,13083,3140
15070,14.72 KB,37323,36.45 KB,22253,3141
10960,10.7 KB,115188,112.49 KB,104228,3142
10643,10.39 KB,27202,26.56 KB,16559,3143
11256,10.99 KB,28984,28.3 KB,17728,3144
12680,12.38 KB,-1,-1,-12680,3145
11888,11.61 KB,33746,32.96 KB,21858,3146
16684,16.29 KB,37900,37.01 KB,21216,3147
17124,16.72 KB,52384,51.16 KB,35260,3148
14218,13.88 KB,-1,-1,-14218,3149
12934,12.63 KB,41284,40.32 KB,28350,3150
10148,9.91 KB,28882,28.21 KB,18734,3151
16225,15.84 KB,40476,39.53 KB,24251,3152
12243,11.96 KB,96472,94.21 KB,84229,3153
10837,10.58 KB,27992,27.34 KB,17155,3154
28838,28.16 KB,68624,67.02 KB,39786,3155
16221,15.84 KB,39051,38.14 KB,22830,3156
22265,21.74 KB,38393,37.49 KB,16128,3157
26216,25.6 KB,50199,49.02 KB,23983,3158
15757,15.39 KB,46752,45.66 KB,30995,3159
49437,48.28 KB,44423,43.38 KB,-5014,3160
175314,171.21 KB,260258,254.16 KB,84944,3161
18307,17.88 KB,36364,35.51 KB,18057,3162
33094,32.32 KB,108909,106.36 KB,75815,3163
20649,20.17 KB,33296,32.52 KB,12647,3164
22567,22.04 KB,75754,73.98 KB,53187,3165
18847,18.41 KB,29727,29.03 KB,10880,3166
30166,29.46 KB,43352,42.34 KB,13186,3167
13512,13.2 KB,51803,50.59 KB,38291,3168
20908,20.42 KB,36685,35.83 KB,15777,3169
9445,9.22 KB,22574,22.04 KB,13129,3170
20890,20.4 KB,56549,55.22 KB,35659,3171
12746,12.45 KB,31378,30.64 KB,18632,3172
54752,53.47 KB,118821,116.04 KB,64069,3173
25389,24.79 KB,191211,186.73 KB,165822,3174
13805,13.48 KB,43902,42.87 KB,30097,3175
17137,16.74 KB,32104,31.35 KB,14967,3176
67270,65.69 KB,47945,46.82 KB,-19325,3177
38220,37.32 KB,61877,60.43 KB,23657,3178
45087,44.03 KB,108839,106.29 KB,63752,3179
12635,12.34 KB,26368,25.75 KB,13733,3180
12035,11.75 KB,26369,25.75 KB,14334,3181
21477,20.97 KB,50864,49.67 KB,29387,3182
28083,27.42 KB,103203,100.78 KB,75120,3183
31288,30.55 KB,-1,-1,-31288,3184
20645,20.16 KB,38890,37.98 KB,18245,3185
10590,10.34 KB,30808,30.09 KB,20218,3186
11415,11.15 KB,29141,28.46 KB,17726,3187
9499,9.28 KB,22263,21.74 KB,12764,3188
16849,16.45 KB,33764,32.97 KB,16915,3189
20722,20.24 KB,44240,43.2 KB,23518,3190
11879,11.6 KB,26430,25.81 KB,14551,3191
13703,13.38 KB,-1,-1,-13703,3192
10143,9.91 KB,37739,36.85 KB,27596,3193
13465,13.15 KB,34060,33.26 KB,20595,3194
27220,26.58 KB,230446,225.04 KB,203226,3195
46625,45.53 KB,51208,50.01 KB,4583,3196
48251,47.12 KB,114279,111.6 KB,66028,3197
14445,14.11 KB,-1,-1,-14445,3198
29084,28.4 KB,50197,49.02 KB,21113,3199
20331,19.85 KB,117081,114.34 KB,96750,3200
10844,10.59 KB,45333,44.27 KB,34489,3201
12372,12.08 KB,86674,84.64 KB,74302,3202
20233,19.76 KB,79618,77.75 KB,59385,3203
45504,44.44 KB,120983,118.15 KB,75479,3204
17314,16.91 KB,32524,31.76 KB,15210,3205
11953,11.67 KB,23469,22.92 KB,11516,3206
14429,14.09 KB,27351,26.71 KB,12922,3207
13052,12.75 KB,190720,186.25 KB,177668,3208
14176,13.84 KB,35273,34.45 KB,21097,3209
29391,28.7 KB,164966,161.1 KB,135575,3210
16442,16.06 KB,69599,67.97 KB,53157,3211
25358,24.76 KB,111943,109.32 KB,86585,3212
11641,11.37 KB,37775,36.89 KB,26134,3213
83414,81.46 KB,104867,102.41 KB,21453,3214
12213,11.93 KB,45989,44.91 KB,33776,3215
54409,53.13 KB,101173,98.8 KB,46764,3216
25783,25.18 KB,38913,38 KB,13130,3217
13885,13.56 KB,27907,27.25 KB,14022,3218
17273,16.87 KB,27894,27.24 KB,10621,3219
229264,223.89 KB,265909,259.68 KB,36645,3220
10465,10.22 KB,56283,54.96 KB,45818,3221
18354,17.92 KB,39968,39.03 KB,21614,3222
13487,13.17 KB,28269,27.61 KB,14782,3223
44237,43.2 KB,82574,80.64 KB,38337,3224
30290,29.58 KB,31026,30.3 KB,736,3225
15636,15.27 KB,35014,34.19 KB,19378,3226
36832,35.97 KB,214269,209.25 KB,177437,3227
14075,13.75 KB,27391,26.75 KB,13316,3228
10335,10.09 KB,579585,566 KB,569250,3229
16537,16.15 KB,61690,60.24 KB,45153,3230
10517,10.27 KB,66935,65.37 KB,56418,3231
10214,9.97 KB,32453,31.69 KB,22239,3232
19155,18.71 KB,34300,33.5 KB,15145,3233
23691,23.14 KB,37956,37.07 KB,14265,3234
14161,13.83 KB,41340,40.37 KB,27179,3235
12306,12.02 KB,58014,56.65 KB,45708,3236
11816,11.54 KB,46712,45.62 KB,34896,3237
11814,11.54 KB,93604,91.41 KB,81790,3238
106653,104.15 KB,142281,138.95 KB,35628,3239
39657,38.73 KB,55758,54.45 KB,16101,3240
12829,12.53 KB,34064,33.27 KB,21235,3241
14654,14.31 KB,39185,38.27 KB,24531,3242
20339,19.86 KB,38920,38.01 KB,18581,3243
137665,134.44 KB,306619,299.43 KB,168954,3244
10231,9.99 KB,31637,30.9 KB,21406,3245
25912,25.3 KB,64875,63.35 KB,38963,3246
41197,40.23 KB,52509,51.28 KB,11312,3247
13395,13.08 KB,58548,57.18 KB,45153,3248
11891,11.61 KB,26085,25.47 KB,14194,3249
10046,9.81 KB,22875,22.34 KB,12829,3250
23181,22.64 KB,39446,38.52 KB,16265,3251
8385,8.19 KB,41507,40.53 KB,33122,3252
37145,36.27 KB,65501,63.97 KB,28356,3253
22392,21.87 KB,35910,35.07 KB,13518,3254
19570,19.11 KB,60794,59.37 KB,41224,3255
16142,15.76 KB,33608,32.82 KB,17466,3256
28593,27.92 KB,53889,52.63 KB,25296,3257
10876,10.62 KB,25375,24.78 KB,14499,3258
12644,12.35 KB,41899,40.92 KB,29255,3259
16141,15.76 KB,36879,36.01 KB,20738,3260
21686,21.18 KB,41791,40.81 KB,20105,3261
39732,38.8 KB,79756,77.89 KB,40024,3262
30050,29.35 KB,48242,47.11 KB,18192,3263
14928,14.58 KB,84985,82.99 KB,70057,3264
16267,15.89 KB,44495,43.45 KB,28228,3265
32499,31.74 KB,41880,40.9 KB,9381,3266
16657,16.27 KB,34669,33.86 KB,18012,3267
18114,17.69 KB,38294,37.4 KB,20180,3268
19420,18.96 KB,68734,67.12 KB,49314,3269
13355,13.04 KB,29901,29.2 KB,16546,3270
11718,11.44 KB,51104,49.91 KB,39386,3271
20633,20.15 KB,270502,264.16 KB,249869,3272
10755,10.5 KB,28550,27.88 KB,17795,3273
12705,12.41 KB,26455,25.83 KB,13750,3274
9880,9.65 KB,23381,22.83 KB,13501,3275
23962,23.4 KB,23853,23.29 KB,-109,3276
14003,13.67 KB,31024,30.3 KB,17021,3277
20082,19.61 KB,42022,41.04 KB,21940,3278
19106,18.66 KB,66769,65.2 KB,47663,3279
16914,16.52 KB,39985,39.05 KB,23071,3280
9579,9.35 KB,23845,23.29 KB,14266,3281
39363,38.44 KB,55900,54.59 KB,16537,3282
16455,16.07 KB,33866,33.07 KB,17411,3283
17261,16.86 KB,24627,24.05 KB,7366,3284
15214,14.86 KB,38650,37.74 KB,23436,3285
23761,23.2 KB,78545,76.7 KB,54784,3286
19472,19.02 KB,30847,30.12 KB,11375,3287
13887,13.56 KB,54964,53.68 KB,41077,3288
25115,24.53 KB,49574,48.41 KB,24459,3289
11434,11.17 KB,29371,28.68 KB,17937,3290
29209,28.52 KB,45967,44.89 KB,16758,3291
13803,13.48 KB,35467,34.64 KB,21664,3292
32003,31.25 KB,114120,111.45 KB,82117,3293
18471,18.04 KB,34270,33.47 KB,15799,3294
9726,9.5 KB,22718,22.19 KB,12992,3295
33963,33.17 KB,50933,49.74 KB,16970,3296
13337,13.02 KB,27921,27.27 KB,14584,3297
18417,17.99 KB,74219,72.48 KB,55802,3298
13716,13.39 KB,30786,30.06 KB,17070,3299
19679,19.22 KB,39455,38.53 KB,19776,3300
19082,18.63 KB,30617,29.9 KB,11535,3301
38004,37.11 KB,81906,79.99 KB,43902,3302
13934,13.61 KB,193599,189.06 KB,179665,3303
14076,13.75 KB,41861,40.88 KB,27785,3304
122495,119.62 KB,130303,127.25 KB,7808,3305
12113,11.83 KB,31168,30.44 KB,19055,3306
14477,14.14 KB,37203,36.33 KB,22726,3307
11895,11.62 KB,28209,27.55 KB,16314,3308
10905,10.65 KB,38145,37.25 KB,27240,3309
47770,46.65 KB,62416,60.95 KB,14646,3310
213619,208.61 KB,481209,469.93 KB,267590,3311
17697,17.28 KB,35897,35.06 KB,18200,3312
11213,10.95 KB,25214,24.62 KB,14001,3313
16628,16.24 KB,-1,-1,-16628,3314
10758,10.51 KB,65305,63.77 KB,54547,3315
13316,13 KB,27734,27.08 KB,14418,3316
25931,25.32 KB,48619,47.48 KB,22688,3317
12116,11.83 KB,-1,-1,-12116,3318
9856,9.62 KB,23442,22.89 KB,13586,3319
12109,11.83 KB,76622,74.83 KB,64513,3320
15239,14.88 KB,46033,44.95 KB,30794,3321
77892,76.07 KB,94150,91.94 KB,16258,3322
11253,10.99 KB,51386,50.18 KB,40133,3323
221899,216.7 KB,213600,208.59 KB,-8299,3324
16007,15.63 KB,35103,34.28 KB,19096,3325
18805,18.36 KB,36068,35.22 KB,17263,3326
32556,31.79 KB,50129,48.95 KB,17573,3327
23371,22.82 KB,51756,50.54 KB,28385,3328
70908,69.25 KB,113516,110.86 KB,42608,3329
29954,29.25 KB,79981,78.11 KB,50027,3330
22457,21.93 KB,106986,104.48 KB,84529,3331
13708,13.39 KB,31143,30.41 KB,17435,3332
14632,14.29 KB,-1,-1,-14632,3333
15517,15.15 KB,31139,30.41 KB,15622,3334
13547,13.23 KB,143725,140.36 KB,130178,3335
14180,13.85 KB,47897,46.77 KB,33717,3336
29126,28.44 KB,41918,40.94 KB,12792,3337
13200,12.89 KB,28684,28.01 KB,15484,3338
13515,13.2 KB,29341,28.65 KB,15826,3339
18733,18.29 KB,-1,-1,-18733,3340
27696,27.05 KB,130738,127.67 KB,103042,3341
8760,8.55 KB,28859,28.18 KB,20099,3342
12042,11.76 KB,42175,41.19 KB,30133,3343
30997,30.27 KB,97761,95.47 KB,66764,3344
43906,42.88 KB,81985,80.06 KB,38079,3345
15469,15.11 KB,37899,37.01 KB,22430,3346
16575,16.19 KB,39026,38.11 KB,22451,3347
21963,21.45 KB,38250,37.35 KB,16287,3348
26226,25.61 KB,521495,509.27 KB,495269,3349
13646,13.33 KB,27471,26.83 KB,13825,3350
103104,100.69 KB,56910,55.58 KB,-46194,3351
17350,16.94 KB,29854,29.15 KB,12504,3352
30831,30.11 KB,67648,66.06 KB,36817,3353
19908,19.44 KB,51732,50.52 KB,31824,3354
16796,16.4 KB,58586,57.21 KB,41790,3355
19795,19.33 KB,-1,-1,-19795,3356
35685,34.85 KB,-1,-1,-35685,3357
16016,15.64 KB,23062,22.52 KB,7046,3358
54305,53.03 KB,90830,88.7 KB,36525,3359
20834,20.35 KB,53837,52.58 KB,33003,3360
16305,15.92 KB,45248,44.19 KB,28943,3361
14334,14 KB,32991,32.22 KB,18657,3362
13862,13.54 KB,40246,39.3 KB,26384,3363
9468,9.25 KB,22868,22.33 KB,13400,3364
27115,26.48 KB,49780,48.61 KB,22665,3365
15129,14.77 KB,33823,33.03 KB,18694,3366
34632,33.82 KB,47981,46.86 KB,13349,3367
11755,11.48 KB,29450,28.76 KB,17695,3368
31938,31.19 KB,164166,160.32 KB,132228,3369
56551,55.23 KB,54746,53.46 KB,-1805,3370
59926,58.52 KB,85723,83.71 KB,25797,3371
20825,20.34 KB,69958,68.32 KB,49133,3372
14500,14.16 KB,27200,26.56 KB,12700,3373
42368,41.38 KB,-1,-1,-42368,3374
26222,25.61 KB,-1,-1,-26222,3375
31289,30.56 KB,89778,87.67 KB,58489,3376
60309,58.9 KB,70440,68.79 KB,10131,3377
19898,19.43 KB,54785,53.5 KB,34887,3378
31206,30.47 KB,82231,80.3 KB,51025,3379
36827,35.96 KB,43688,42.66 KB,6861,3380
18110,17.69 KB,36972,36.11 KB,18862,3381
