old_size,old_sizeh,new_size,new_sizeh,dif,idx
9477,9.25 KB,31538,30.8 KB,22061,3382
25584,24.98 KB,36013,35.17 KB,10429,3383
68957,67.34 KB,137226,134.01 KB,68269,3384
11633,11.36 KB,63817,62.32 KB,52184,3385
25623,25.02 KB,49455,48.3 KB,23832,3386
15316,14.96 KB,28115,27.46 KB,12799,3387
15827,15.46 KB,33790,33 KB,17963,3388
22344,21.82 KB,89015,86.93 KB,66671,3389
26555,25.93 KB,70955,69.29 KB,44400,3390
18457,18.02 KB,33553,32.77 KB,15096,3391
21471,20.97 KB,57326,55.98 KB,35855,3392
24875,24.29 KB,33818,33.03 KB,8943,3393
23305,22.76 KB,53081,51.84 KB,29776,3394
23753,23.2 KB,249528,243.68 KB,225775,3395
51120,49.92 KB,111489,108.88 KB,60369,3396
38805,37.9 KB,50081,48.91 KB,11276,3397
10495,10.25 KB,-1,-1,-10495,3398
50758,49.57 KB,84151,82.18 KB,33393,3399
25426,24.83 KB,87891,85.83 KB,62465,3400
22565,22.04 KB,111662,109.04 KB,89097,3401
19971,19.5 KB,37469,36.59 KB,17498,3402
17985,17.56 KB,62317,60.86 KB,44332,3403
12145,11.86 KB,35386,34.56 KB,23241,3404
53800,52.54 KB,70376,68.73 KB,16576,3405
93522,91.33 KB,333408,325.59 KB,239886,3406
22050,21.53 KB,62365,60.9 KB,40315,3407
28633,27.96 KB,50439,49.26 KB,21806,3408
25063,24.48 KB,148723,145.24 KB,123660,3409
13338,13.03 KB,26316,25.7 KB,12978,3410
78208,76.38 KB,68367,66.76 KB,-9841,3411
12600,12.3 KB,29794,29.1 KB,17194,3412
9214,9 KB,42924,41.92 KB,33710,3413
9416,9.2 KB,36298,35.45 KB,26882,3414
17994,17.57 KB,45412,44.35 KB,27418,3415
13441,13.13 KB,38420,37.52 KB,24979,3416
29037,28.36 KB,45146,44.09 KB,16109,3417
20276,19.8 KB,31134,30.4 KB,10858,3418
19658,19.2 KB,63380,61.89 KB,43722,3419
100703,98.34 KB,219563,214.42 KB,118860,3420
13720,13.4 KB,35502,34.67 KB,21782,3421
13591,13.27 KB,35924,35.08 KB,22333,3422
24289,23.72 KB,105195,102.73 KB,80906,3423
25762,25.16 KB,-1,-1,-25762,3424
94155,91.95 KB,128279,125.27 KB,34124,3425
10635,10.39 KB,24385,23.81 KB,13750,3426
14312,13.98 KB,35554,34.72 KB,21242,3427
15870,15.5 KB,22612,22.08 KB,6742,3428
13294,12.98 KB,31824,31.08 KB,18530,3429
34288,33.48 KB,67017,65.45 KB,32729,3430
19127,18.68 KB,38974,38.06 KB,19847,3431
32137,31.38 KB,79977,78.1 KB,47840,3432
14967,14.62 KB,70387,68.74 KB,55420,3433
53956,52.69 KB,42058,41.07 KB,-11898,3434
39916,38.98 KB,54852,53.57 KB,14936,3435
9092,8.88 KB,23790,23.23 KB,14698,3436
9096,8.88 KB,24134,23.57 KB,15038,3437
12923,12.62 KB,33011,32.24 KB,20088,3438
28335,27.67 KB,45145,44.09 KB,16810,3439
14277,13.94 KB,28446,27.78 KB,14169,3440
308486,301.26 KB,-1,-1,-308486,3441
29841,29.14 KB,76089,74.31 KB,46248,3442
34359,33.55 KB,51151,49.95 KB,16792,3443
73282,71.56 KB,75279,73.51 KB,1997,3444
9233,9.02 KB,31949,31.2 KB,22716,3445
17625,17.21 KB,36235,35.39 KB,18610,3446
12054,11.77 KB,31369,30.63 KB,19315,3447
14729,14.38 KB,644298,629.2 KB,629569,3448
10422,10.18 KB,23708,23.15 KB,13286,3449
19151,18.7 KB,22976,22.44 KB,3825,3450
18017,17.59 KB,41499,40.53 KB,23482,3451
53948,52.68 KB,60407,58.99 KB,6459,3452
15259,14.9 KB,37997,37.11 KB,22738,3453
17536,17.12 KB,80290,78.41 KB,62754,3454
12321,12.03 KB,25451,24.85 KB,13130,3455
14263,13.93 KB,22016,21.5 KB,7753,3456
48032,46.91 KB,62236,60.78 KB,14204,3457
14830,14.48 KB,32153,31.4 KB,17323,3458
18348,17.92 KB,33064,32.29 KB,14716,3459
13545,13.23 KB,28763,28.09 KB,15218,3460
33096,32.32 KB,48415,47.28 KB,15319,3461
18611,18.17 KB,29736,29.04 KB,11125,3462
10360,10.12 KB,24134,23.57 KB,13774,3463
20344,19.87 KB,32791,32.02 KB,12447,3464
16587,16.2 KB,29780,29.08 KB,13193,3465
13463,13.15 KB,28430,27.76 KB,14967,3466
26526,25.9 KB,65625,64.09 KB,39099,3467
95413,93.18 KB,142931,139.58 KB,47518,3468
37796,36.91 KB,87871,85.81 KB,50075,3469
10317,10.08 KB,23095,22.55 KB,12778,3470
67697,66.11 KB,99389,97.06 KB,31692,3471
10754,10.5 KB,41766,40.79 KB,31012,3472
9343,9.12 KB,23118,22.58 KB,13775,3473
129355,126.32 KB,144414,141.03 KB,15059,3474
37133,36.26 KB,54249,52.98 KB,17116,3475
16674,16.28 KB,60012,58.61 KB,43338,3476
16431,16.05 KB,33587,32.8 KB,17156,3477
22910,22.37 KB,72830,71.12 KB,49920,3478
19232,18.78 KB,35389,34.56 KB,16157,3479
12831,12.53 KB,76585,74.79 KB,63754,3480
10421,10.18 KB,111426,108.81 KB,101005,3481
12396,12.11 KB,42282,41.29 KB,29886,3482
19172,18.72 KB,64354,62.85 KB,45182,3483
25419,24.82 KB,49757,48.59 KB,24338,3484
22758,22.22 KB,43939,42.91 KB,21181,3485
16499,16.11 KB,33920,33.12 KB,17421,3486
23668,23.11 KB,42645,41.65 KB,18977,3487
14522,14.18 KB,667441,651.8 KB,652919,3488
11070,10.81 KB,34365,33.56 KB,23295,3489
30255,29.55 KB,43487,42.47 KB,13232,3490
19065,18.62 KB,53837,52.58 KB,34772,3491
16404,16.02 KB,50457,49.27 KB,34053,3492
22255,21.73 KB,42786,41.78 KB,20531,3493
27103,26.47 KB,106759,104.26 KB,79656,3494
19140,18.69 KB,39141,38.22 KB,20001,3495
29734,29.04 KB,51295,50.09 KB,21561,3496
13274,12.96 KB,29759,29.06 KB,16485,3497
35010,34.19 KB,-1,-1,-35010,3498
46252,45.17 KB,72993,71.28 KB,26741,3499
12545,12.25 KB,44793,43.74 KB,32248,3500
47301,46.19 KB,-1,-1,-47301,3501
30309,29.6 KB,86143,84.12 KB,55834,3502
20073,19.6 KB,38306,37.41 KB,18233,3503
38010,37.12 KB,55606,54.3 KB,17596,3504
11212,10.95 KB,25757,25.15 KB,14545,3505
11088,10.83 KB,28484,27.82 KB,17396,3506
26398,25.78 KB,38671,37.76 KB,12273,3507
17477,17.07 KB,41377,40.41 KB,23900,3508
14234,13.9 KB,37882,36.99 KB,23648,3509
14616,14.27 KB,31131,30.4 KB,16515,3510
16372,15.99 KB,66726,65.16 KB,50354,3511
50441,49.26 KB,59043,57.66 KB,8602,3512
30307,29.6 KB,146660,143.22 KB,116353,3513
19716,19.25 KB,57580,56.23 KB,37864,3514
17398,16.99 KB,35050,34.23 KB,17652,3515
43992,42.96 KB,71357,69.68 KB,27365,3516
72376,70.68 KB,157958,154.26 KB,85582,3517
30824,30.1 KB,85134,83.14 KB,54310,3518
10326,10.08 KB,26125,25.51 KB,15799,3519
9629,9.4 KB,23776,23.22 KB,14147,3520
12792,12.49 KB,32652,31.89 KB,19860,3521
18878,18.44 KB,43025,42.02 KB,24147,3522
29842,29.14 KB,56800,55.47 KB,26958,3523
42310,41.32 KB,84832,82.84 KB,42522,3524
40239,39.3 KB,48197,47.07 KB,7958,3525
27670,27.02 KB,74560,72.81 KB,46890,3526
15917,15.54 KB,34050,33.25 KB,18133,3527
67859,66.27 KB,92785,90.61 KB,24926,3528
14609,14.27 KB,50602,49.42 KB,35993,3529
31053,30.33 KB,90407,88.29 KB,59354,3530
12418,12.13 KB,31731,30.99 KB,19313,3531
17143,16.74 KB,33824,33.03 KB,16681,3532
24698,24.12 KB,47931,46.81 KB,23233,3533
8711,8.51 KB,25570,24.97 KB,16859,3534
22215,21.69 KB,33303,32.52 KB,11088,3535
15820,15.45 KB,30736,30.02 KB,14916,3536
11621,11.35 KB,53044,51.8 KB,41423,3537
103046,100.63 KB,168882,164.92 KB,65836,3538
39426,38.5 KB,-1,-1,-39426,3539
27460,26.82 KB,59803,58.4 KB,32343,3540
21465,20.96 KB,55241,53.95 KB,33776,3541
9475,9.25 KB,24069,23.5 KB,14594,3542
51527,50.32 KB,101510,99.13 KB,49983,3543
40755,39.8 KB,73872,72.14 KB,33117,3544
28296,27.63 KB,52594,51.36 KB,24298,3545
10049,9.81 KB,22705,22.17 KB,12656,3546
37948,37.06 KB,75327,73.56 KB,37379,3547
23178,22.63 KB,203179,198.42 KB,180001,3548
14628,14.29 KB,28063,27.41 KB,13435,3549
17583,17.17 KB,27473,26.83 KB,9890,3550
35585,34.75 KB,45381,44.32 KB,9796,3551
34457,33.65 KB,64615,63.1 KB,30158,3552
11866,11.59 KB,47961,46.84 KB,36095,3553
12332,12.04 KB,25794,25.19 KB,13462,3554
20634,20.15 KB,34466,33.66 KB,13832,3555
10945,10.69 KB,39977,39.04 KB,29032,3556
20523,20.04 KB,35569,34.74 KB,15046,3557
24827,24.25 KB,97489,95.2 KB,72662,3558
79937,78.06 KB,67899,66.31 KB,-12038,3559
13115,12.81 KB,76790,74.99 KB,63675,3560
14474,14.13 KB,27166,26.53 KB,12692,3561
13105,12.8 KB,31542,30.8 KB,18437,3562
51281,50.08 KB,66874,65.31 KB,15593,3563
38724,37.82 KB,77298,75.49 KB,38574,3564
20206,19.73 KB,64175,62.67 KB,43969,3565
16806,16.41 KB,49093,47.94 KB,32287,3566
15708,15.34 KB,256329,250.32 KB,240621,3567
14301,13.97 KB,29011,28.33 KB,14710,3568
9087,8.87 KB,21971,21.46 KB,12884,3569
10711,10.46 KB,23459,22.91 KB,12748,3570
51266,50.06 KB,76185,74.4 KB,24919,3571
46203,45.12 KB,83167,81.22 KB,36964,3572
12966,12.66 KB,268470,262.18 KB,255504,3573
19152,18.7 KB,36785,35.92 KB,17633,3574
22067,21.55 KB,33268,32.49 KB,11201,3575
10095,9.86 KB,26483,25.86 KB,16388,3576
71234,69.56 KB,100310,97.96 KB,29076,3577
16406,16.02 KB,35554,34.72 KB,19148,3578
16960,16.56 KB,33952,33.16 KB,16992,3579
12577,12.28 KB,36725,35.86 KB,24148,3580
127365,124.38 KB,245519,239.76 KB,118154,3581
32297,31.54 KB,41361,40.39 KB,9064,3582
40198,39.26 KB,61664,60.22 KB,21466,3583
19078,18.63 KB,49867,48.7 KB,30789,3584
53545,52.29 KB,38979,38.07 KB,-14566,3585
27792,27.14 KB,58595,57.22 KB,30803,3586
11612,11.34 KB,24323,23.75 KB,12711,3587
20066,19.6 KB,41816,40.84 KB,21750,3588
11178,10.92 KB,26594,25.97 KB,15416,3589
18565,18.13 KB,29299,28.61 KB,10734,3590
12763,12.46 KB,31085,30.36 KB,18322,3591
22710,22.18 KB,48001,46.88 KB,25291,3592
22139,21.62 KB,44828,43.78 KB,22689,3593
21545,21.04 KB,51807,50.59 KB,30262,3594
22603,22.07 KB,49506,48.35 KB,26903,3595
16395,16.01 KB,35951,35.11 KB,19556,3596
81339,79.43 KB,150227,146.71 KB,68888,3597
16022,15.65 KB,50178,49 KB,34156,3598
14718,14.37 KB,609395,595.11 KB,594677,3599
17549,17.14 KB,63465,61.98 KB,45916,3600
20788,20.3 KB,35544,34.71 KB,14756,3601
15735,15.37 KB,38645,37.74 KB,22910,3602
13395,13.08 KB,-1,-1,-13395,3603
15000,14.65 KB,37627,36.75 KB,22627,3604
50561,49.38 KB,96035,93.78 KB,45474,3605
16412,16.03 KB,37496,36.62 KB,21084,3606
9036,8.82 KB,30571,29.85 KB,21535,3607
21325,20.83 KB,85961,83.95 KB,64636,3608
26634,26.01 KB,45728,44.66 KB,19094,3609
13238,12.93 KB,28198,27.54 KB,14960,3610
12929,12.63 KB,24240,23.67 KB,11311,3611
13893,13.57 KB,29417,28.73 KB,15524,3612
22539,22.01 KB,49227,48.07 KB,26688,3613
76190,74.4 KB,101789,99.4 KB,25599,3614
14433,14.09 KB,44756,43.71 KB,30323,3615
78072,76.24 KB,139454,136.19 KB,61382,3616
17887,17.47 KB,37983,37.09 KB,20096,3617
24578,24 KB,40304,39.36 KB,15726,3618
19937,19.47 KB,47025,45.92 KB,27088,3619
65018,63.49 KB,219715,214.57 KB,154697,3620
30533,29.82 KB,77233,75.42 KB,46700,3621
14182,13.85 KB,47956,46.83 KB,33774,3622
21215,20.72 KB,35854,35.01 KB,14639,3623
17197,16.79 KB,46986,45.88 KB,29789,3624
23857,23.3 KB,32256,31.5 KB,8399,3625
12915,12.61 KB,29527,28.83 KB,16612,3626
31678,30.94 KB,75780,74 KB,44102,3627
23345,22.8 KB,44195,43.16 KB,20850,3628
67994,66.4 KB,84781,82.79 KB,16787,3629
30027,29.32 KB,42312,41.32 KB,12285,3630
10973,10.72 KB,26690,26.06 KB,15717,3631
40539,39.59 KB,215530,210.48 KB,174991,3632
20036,19.57 KB,39581,38.65 KB,19545,3633
13598,13.28 KB,63793,62.3 KB,50195,3634
9988,9.75 KB,77458,75.64 KB,67470,3635
18061,17.64 KB,36873,36.01 KB,18812,3636
14456,14.12 KB,33849,33.06 KB,19393,3637
9896,9.66 KB,22630,22.1 KB,12734,3638
104465,102.02 KB,153914,150.31 KB,49449,3639
11633,11.36 KB,-1,-1,-11633,3640
13852,13.53 KB,40278,39.33 KB,26426,3641
26281,25.67 KB,54995,53.71 KB,28714,3642
13971,13.64 KB,47846,46.72 KB,33875,3643
12107,11.82 KB,35738,34.9 KB,23631,3644
12718,12.42 KB,55067,53.78 KB,42349,3645
14303,13.97 KB,29119,28.44 KB,14816,3646
15565,15.2 KB,32315,31.56 KB,16750,3647
13375,13.06 KB,32158,31.4 KB,18783,3648
11738,11.46 KB,27161,26.52 KB,15423,3649
9141,8.93 KB,21821,21.31 KB,12680,3650
12722,12.42 KB,27274,26.63 KB,14552,3651
14391,14.05 KB,-1,-1,-14391,3652
10142,9.9 KB,40951,39.99 KB,30809,3653
12530,12.24 KB,40522,39.57 KB,27992,3654
105937,103.45 KB,131849,128.76 KB,25912,3655
768366,750.36 KB,1473556,1.41 MB,705190,3656
12157,11.87 KB,71308,69.64 KB,59151,3657
29405,28.72 KB,50291,49.11 KB,20886,3658
33131,32.35 KB,44590,43.54 KB,11459,3659
10048,9.81 KB,24091,23.53 KB,14043,3660
14302,13.97 KB,42254,41.26 KB,27952,3661
9979,9.75 KB,24484,23.91 KB,14505,3662
25711,25.11 KB,41130,40.17 KB,15419,3663
9352,9.13 KB,22519,21.99 KB,13167,3664
14366,14.03 KB,40334,39.39 KB,25968,3665
89652,87.55 KB,158203,154.5 KB,68551,3666
18031,17.61 KB,34535,33.73 KB,16504,3667
23674,23.12 KB,62710,61.24 KB,39036,3668
13671,13.35 KB,35227,34.4 KB,21556,3669
17514,17.1 KB,36127,35.28 KB,18613,3670
30297,29.59 KB,54348,53.07 KB,24051,3671
14756,14.41 KB,-1,-1,-14756,3672
16845,16.45 KB,29063,28.38 KB,12218,3673
16384,16 KB,26810,26.18 KB,10426,3674
9562,9.34 KB,27015,26.38 KB,17453,3675
10311,10.07 KB,36425,35.57 KB,26114,3676
10903,10.65 KB,25325,24.73 KB,14422,3677
14709,14.36 KB,526369,514.03 KB,511660,3678
11296,11.03 KB,38434,37.53 KB,27138,3679
87659,85.6 KB,202583,197.83 KB,114924,3680
11150,10.89 KB,27213,26.58 KB,16063,3681
10682,10.43 KB,33265,32.49 KB,22583,3682
22808,22.27 KB,38780,37.87 KB,15972,3683
13087,12.78 KB,34747,33.93 KB,21660,3684
27706,27.06 KB,54759,53.48 KB,27053,3685
10808,10.55 KB,38874,37.96 KB,28066,3686
14038,13.71 KB,26480,25.86 KB,12442,3687
29911,29.21 KB,43196,42.18 KB,13285,3688
66825,65.26 KB,95898,93.65 KB,29073,3689
41844,40.86 KB,83943,81.98 KB,42099,3690
10642,10.39 KB,48002,46.88 KB,37360,3691
11898,11.62 KB,30852,30.13 KB,18954,3692
14221,13.89 KB,34312,33.51 KB,20091,3693
11424,11.16 KB,36565,35.71 KB,25141,3694
58565,57.19 KB,116907,114.17 KB,58342,3695
9476,9.25 KB,22840,22.3 KB,13364,3696
25125,24.54 KB,70572,68.92 KB,45447,3697
19996,19.53 KB,33615,32.83 KB,13619,3698
17801,17.38 KB,41407,40.44 KB,23606,3699
16864,16.47 KB,36965,36.1 KB,20101,3700
12786,12.49 KB,31972,31.22 KB,19186,3701
24488,23.91 KB,22897,22.36 KB,-1591,3702
19514,19.06 KB,50760,49.57 KB,31246,3703
93288,91.1 KB,328268,320.57 KB,234980,3704
13283,12.97 KB,32654,31.89 KB,19371,3705
13158,12.85 KB,31694,30.95 KB,18536,3706
10157,9.92 KB,296092,289.15 KB,285935,3707
201823,197.09 KB,317521,310.08 KB,115698,3708
13192,12.88 KB,27258,26.62 KB,14066,3709
13969,13.64 KB,62432,60.97 KB,48463,3710
44400,43.36 KB,70633,68.98 KB,26233,3711
23461,22.91 KB,93807,91.61 KB,70346,3712
21176,20.68 KB,37585,36.7 KB,16409,3713
9801,9.57 KB,-1,-1,-9801,3714
34205,33.4 KB,352370,344.11 KB,318165,3715
10196,9.96 KB,24389,23.82 KB,14193,3716
25803,25.2 KB,51955,50.74 KB,26152,3717
71176,69.51 KB,95916,93.67 KB,24740,3718
10865,10.61 KB,29478,28.79 KB,18613,3719
22059,21.54 KB,32834,32.06 KB,10775,3720
16038,15.66 KB,116196,113.47 KB,100158,3721
15915,15.54 KB,47757,46.64 KB,31842,3722
21657,21.15 KB,86405,84.38 KB,64748,3723
20474,19.99 KB,38505,37.6 KB,18031,3724
12904,12.6 KB,32110,31.36 KB,19206,3725
14214,13.88 KB,60222,58.81 KB,46008,3726
10959,10.7 KB,31404,30.67 KB,20445,3727
16237,15.86 KB,91601,89.45 KB,75364,3728
9889,9.66 KB,29006,28.33 KB,19117,3729
11830,11.55 KB,35744,34.91 KB,23914,3730
26198,25.58 KB,52700,51.46 KB,26502,3731
9236,9.02 KB,23808,23.25 KB,14572,3732
23961,23.4 KB,136895,133.69 KB,112934,3733
13510,13.19 KB,36637,35.78 KB,23127,3734
46021,44.94 KB,71109,69.44 KB,25088,3735
28006,27.35 KB,46391,45.3 KB,18385,3736
10493,10.25 KB,34706,33.89 KB,24213,3737
32018,31.27 KB,52761,51.52 KB,20743,3738
33374,32.59 KB,61022,59.59 KB,27648,3739
26001,25.39 KB,91216,89.08 KB,65215,3740
21705,21.2 KB,69948,68.31 KB,48243,3741
12546,12.25 KB,30722,30 KB,18176,3742
13755,13.43 KB,32992,32.22 KB,19237,3743
25833,25.23 KB,118701,115.92 KB,92868,3744
10636,10.39 KB,24926,24.34 KB,14290,3745
17425,17.02 KB,38740,37.83 KB,21315,3746
14023,13.69 KB,29882,29.18 KB,15859,3747
15639,15.27 KB,47214,46.11 KB,31575,3748
11919,11.64 KB,25183,24.59 KB,13264,3749
21970,21.46 KB,-1,-1,-21970,3750
19685,19.22 KB,32614,31.85 KB,12929,3751
9871,9.64 KB,23634,23.08 KB,13763,3752
15854,15.48 KB,43412,42.39 KB,27558,3753
12232,11.95 KB,38032,37.14 KB,25800,3754
11492,11.22 KB,96531,94.27 KB,85039,3755
14540,14.2 KB,45259,44.2 KB,30719,3756
13685,13.36 KB,25808,25.2 KB,12123,3757
20297,19.82 KB,31235,30.5 KB,10938,3758
14008,13.68 KB,30915,30.19 KB,16907,3759
10753,10.5 KB,34955,34.14 KB,24202,3760
22198,21.68 KB,66455,64.9 KB,44257,3761
46747,45.65 KB,73731,72 KB,26984,3762
16643,16.25 KB,61003,59.57 KB,44360,3763
20595,20.11 KB,52798,51.56 KB,32203,3764
11948,11.67 KB,32090,31.34 KB,20142,3765
28545,27.88 KB,44457,43.42 KB,15912,3766
22611,22.08 KB,34832,34.02 KB,12221,3767
18017,17.59 KB,54958,53.67 KB,36941,3768
15111,14.76 KB,47062,45.96 KB,31951,3769
35301,34.47 KB,75606,73.83 KB,40305,3770
62802,61.33 KB,199919,195.23 KB,137117,3771
39923,38.99 KB,360327,351.88 KB,320404,3772
20794,20.31 KB,41169,40.2 KB,20375,3773
12681,12.38 KB,30377,29.67 KB,17696,3774
54832,53.55 KB,81877,79.96 KB,27045,3775
14568,14.23 KB,33269,32.49 KB,18701,3776
9472,9.25 KB,22581,22.05 KB,13109,3777
12840,12.54 KB,29309,28.62 KB,16469,3778
8867,8.66 KB,21984,21.47 KB,13117,3779
32241,31.49 KB,61784,60.34 KB,29543,3780
38384,37.48 KB,74687,72.94 KB,36303,3781
21332,20.83 KB,38175,37.28 KB,16843,3782
16492,16.11 KB,-1,-1,-16492,3783
12238,11.95 KB,40511,39.56 KB,28273,3784
29684,28.99 KB,68457,66.85 KB,38773,3785
17755,17.34 KB,29023,28.34 KB,11268,3786
11346,11.08 KB,30467,29.75 KB,19121,3787
10800,10.55 KB,34576,33.77 KB,23776,3788
12236,11.95 KB,46363,45.28 KB,34127,3789
13410,13.1 KB,-1,-1,-13410,3790
12856,12.55 KB,29242,28.56 KB,16386,3791
36412,35.56 KB,61659,60.21 KB,25247,3792
37172,36.3 KB,65939,64.39 KB,28767,3793
12909,12.61 KB,58256,56.89 KB,45347,3794
10136,9.9 KB,23433,22.88 KB,13297,3795
28776,28.1 KB,44287,43.25 KB,15511,3796
25136,24.55 KB,140272,136.98 KB,115136,3797
13948,13.62 KB,37872,36.98 KB,23924,3798
11757,11.48 KB,30476,29.76 KB,18719,3799
14517,14.18 KB,22624,22.09 KB,8107,3800
12794,12.49 KB,42602,41.6 KB,29808,3801
10844,10.59 KB,27140,26.5 KB,16296,3802
27414,26.77 KB,25001,24.42 KB,-2413,3803
10818,10.56 KB,43249,42.24 KB,32431,3804
14205,13.87 KB,-1,-1,-14205,3805
13241,12.93 KB,55776,54.47 KB,42535,3806
14401,14.06 KB,49739,48.57 KB,35338,3807
10990,10.73 KB,54427,53.15 KB,43437,3808
17995,17.57 KB,52083,50.86 KB,34088,3809
14755,14.41 KB,28131,27.47 KB,13376,3810
16519,16.13 KB,35797,34.96 KB,19278,3811
67472,65.89 KB,111310,108.7 KB,43838,3812
24889,24.31 KB,74221,72.48 KB,49332,3813
24473,23.9 KB,41669,40.69 KB,17196,3814
10044,9.81 KB,27404,26.76 KB,17360,3815
27982,27.33 KB,48431,47.3 KB,20449,3816
12477,12.18 KB,30175,29.47 KB,17698,3817
31474,30.74 KB,119681,116.88 KB,88207,3818
45275,44.21 KB,142095,138.76 KB,96820,3819
13607,13.29 KB,37730,36.85 KB,24123,3820
27729,27.08 KB,36815,35.95 KB,9086,3821
104152,101.71 KB,140552,137.26 KB,36400,3822
28951,28.27 KB,40260,39.32 KB,11309,3823
14648,14.3 KB,26726,26.1 KB,12078,3824
23289,22.74 KB,36731,35.87 KB,13442,3825
12651,12.35 KB,42146,41.16 KB,29495,3826
22397,21.87 KB,57780,56.43 KB,35383,3827
19985,19.52 KB,44558,43.51 KB,24573,3828
12446,12.15 KB,36233,35.38 KB,23787,3829
10061,9.83 KB,27853,27.2 KB,17792,3830
16023,15.65 KB,52133,50.91 KB,36110,3831
10352,10.11 KB,-1,-1,-10352,3832
9517,9.29 KB,24393,23.82 KB,14876,3833
13784,13.46 KB,29523,28.83 KB,15739,3834
9781,9.55 KB,22169,21.65 KB,12388,3835
11136,10.88 KB,30795,30.07 KB,19659,3836
16120,15.74 KB,33651,32.86 KB,17531,3837
17024,16.62 KB,33498,32.71 KB,16474,3838
27407,26.76 KB,44881,43.83 KB,17474,3839
14997,14.65 KB,37615,36.73 KB,22618,3840
12869,12.57 KB,25604,25 KB,12735,3841
52314,51.09 KB,106288,103.8 KB,53974,3842
17933,17.51 KB,44616,43.57 KB,26683,3843
89755,87.65 KB,218869,213.74 KB,129114,3844
21495,20.99 KB,48568,47.43 KB,27073,3845
113625,110.96 KB,248100,242.29 KB,134475,3846
18604,18.17 KB,47878,46.76 KB,29274,3847
10430,10.19 KB,24425,23.85 KB,13995,3848
25609,25.01 KB,120391,117.57 KB,94782,3849
29713,29.02 KB,255557,249.57 KB,225844,3850
42250,41.26 KB,87830,85.77 KB,45580,3851
40012,39.07 KB,71053,69.39 KB,31041,3852
36689,35.83 KB,48728,47.59 KB,12039,3853
19589,19.13 KB,43344,42.33 KB,23755,3854
28368,27.7 KB,51441,50.24 KB,23073,3855
11320,11.05 KB,25812,25.21 KB,14492,3856
16609,16.22 KB,23317,22.77 KB,6708,3857
14802,14.46 KB,43587,42.57 KB,28785,3858
9749,9.52 KB,52217,50.99 KB,42468,3859
14565,14.22 KB,41078,40.12 KB,26513,3860
41015,40.05 KB,22829,22.29 KB,-18186,3861
70526,68.87 KB,81736,79.82 KB,11210,3862
17745,17.33 KB,37997,37.11 KB,20252,3863
10617,10.37 KB,24993,24.41 KB,14376,3864
223511,218.27 KB,238507,232.92 KB,14996,3865
16701,16.31 KB,-1,-1,-16701,3866
11980,11.7 KB,31497,30.76 KB,19517,3867
25611,25.01 KB,36850,35.99 KB,11239,3868
25755,25.15 KB,53479,52.23 KB,27724,3869
27043,26.41 KB,43754,42.73 KB,16711,3870
9899,9.67 KB,24097,23.53 KB,14198,3871
13930,13.6 KB,42476,41.48 KB,28546,3872
11840,11.56 KB,75695,73.92 KB,63855,3873
9609,9.38 KB,22637,22.11 KB,13028,3874
53273,52.02 KB,81961,80.04 KB,28688,3875
13670,13.35 KB,85409,83.41 KB,71739,3876
14363,14.03 KB,26533,25.91 KB,12170,3877
18818,18.38 KB,49926,48.76 KB,31108,3878
10112,9.88 KB,25165,24.58 KB,15053,3879
12314,12.03 KB,50128,48.95 KB,37814,3880
16169,15.79 KB,28176,27.52 KB,12007,3881
20407,19.93 KB,33564,32.78 KB,13157,3882
10751,10.5 KB,24247,23.68 KB,13496,3883
37277,36.4 KB,111218,108.61 KB,73941,3884
28796,28.12 KB,64054,62.55 KB,35258,3885
25589,24.99 KB,90145,88.03 KB,64556,3886
12926,12.62 KB,26551,25.93 KB,13625,3887
10596,10.35 KB,59210,57.82 KB,48614,3888
28305,27.64 KB,45917,44.84 KB,17612,3889
17637,17.22 KB,29880,29.18 KB,12243,3890
10921,10.67 KB,116156,113.43 KB,105235,3891
19752,19.29 KB,39440,38.52 KB,19688,3892
123609,120.71 KB,-1,-1,-123609,3893
94690,92.47 KB,254706,248.74 KB,160016,3894
12174,11.89 KB,31456,30.72 KB,19282,3895
100831,98.47 KB,121899,119.04 KB,21068,3896
13696,13.38 KB,39573,38.65 KB,25877,3897
21417,20.92 KB,55228,53.93 KB,33811,3898
29743,29.05 KB,507814,495.91 KB,478071,3899
12801,12.5 KB,30189,29.48 KB,17388,3900
9823,9.59 KB,58549,57.18 KB,48726,3901
17000,16.6 KB,36050,35.21 KB,19050,3902
37013,36.15 KB,55369,54.07 KB,18356,3903
12237,11.95 KB,91659,89.51 KB,79422,3904
20043,19.57 KB,36927,36.06 KB,16884,3905
11271,11.01 KB,56848,55.52 KB,45577,3906
11385,11.12 KB,121545,118.7 KB,110160,3907
12329,12.04 KB,32913,32.14 KB,20584,3908
13358,13.04 KB,30445,29.73 KB,17087,3909
46419,45.33 KB,53766,52.51 KB,7347,3910
16500,16.11 KB,34391,33.58 KB,17891,3911
14563,14.22 KB,41765,40.79 KB,27202,3912
13460,13.14 KB,98840,96.52 KB,85380,3913
13257,12.95 KB,30025,29.32 KB,16768,3914
20372,19.89 KB,48722,47.58 KB,28350,3915
10659,10.41 KB,23929,23.37 KB,13270,3916
14532,14.19 KB,42350,41.36 KB,27818,3917
66506,64.95 KB,83666,81.71 KB,17160,3918
14602,14.26 KB,40212,39.27 KB,25610,3919
28382,27.72 KB,182632,178.35 KB,154250,3920
