wc,vc
4617,1661
4618,1662
4619,1663
4622,1664
4625,1665
4628,1666
4629,1667
4635,1668
4638,1669
4641,1670
4643,1671
4649,1672
4653,1673
4656,1674
4667,1675
4668,1676
4672,1677
4676,1678
4678,1679
4680,1680
4682,1681
4684,1682
4686,1683
4687,1684
4689,1685
4694,1686
4695,1687
4696,1688
4698,1689
4699,1690
4700,1691
4701,1692
4702,1693
4703,1694
4704,1695
4707,1696
4708,1697
4714,1698
4715,1699
4723,1700
4724,1701
4726,1702
4727,1703
4729,1704
4741,1705
4747,1706
4748,1707
4750,1708
4759,1709
4770,1710
4772,1711
4777,1712
4779,1713
4781,1714
4782,1715
4783,1716
4789,1717
4793,1718
4795,1719
4796,1720
4798,1721
4799,1722
4806,1723
4807,1724
4810,1725
4811,1726
4815,1727
4816,1728
4817,1729
4818,1730
4819,1731
4820,1732
4821,1733
4823,1734
4824,1735
4826,1736
4827,1737
4828,1738
4832,1739
4833,1740
4836,1741
4840,1742
4841,1743
4842,1744
4847,1745
4848,1746
4849,1747
4850,1748
4851,1749
4853,1750
4854,1751
4858,1752
4859,1753
4860,1754
4861,1755
4862,1756
4864,1757
4868,1758
4869,1759
4872,1760
4874,1761
4875,1762
4876,1763
4877,1764
4880,1765
4882,1766
4883,1767
4884,1768
4885,1769
4886,1770
4889,1771
4892,1772
4893,1773
4894,1774
4899,1775
4915,1776
4936,1777
4937,1778
4944,1779
4945,1780
4947,1781
4988,1782
4995,1783
5003,1784
5004,1785
5007,1786
5008,1787
5010,1788
5051,1789
5053,1790
5054,1791
5093,1792
5096,1793
5099,1794
5101,1795
5104,1796
5105,1797
5106,1798
5108,1799
5109,1800
5110,1801
5111,1802
5114,1803
5115,1804
5116,1805
5118,1806
5119,1807
5120,1808
5121,1809
5122,1810
5123,1811
5125,1812
5126,1813
5127,1814
5133,1815
5140,1816
5144,1817
5146,1818
5148,1819
5150,1820
5151,1821
5153,1822
5154,1823
5155,1824
5157,1825
5168,1826
5171,1827
5172,1828
5175,1829
5176,1830
5182,1831
5184,1832
5185,1833
5190,1834
5191,1835
5192,1836
5195,1837
5196,1838
5198,1839
5199,1840
5202,1841
5205,1842
5207,1843
5210,1844
5211,1845
5213,1846
5215,1847
5217,1848
5226,1849
5227,1850
5231,1851
5233,1852
5235,1853
5237,1854
5238,1855
5244,1856
5247,1857
5251,1858
5252,1859
5253,1860
5256,1861
5264,1862
5265,1863
5270,1864
5271,1865
5275,1866
5276,1867
5283,1868
5284,1869
5288,1870
5294,1871
5297,1872
5340,1873
